"sample_id","gene","comparison_group_candidate","cells_candidate","mean_expression_candidate","percent_cells_expressing_candidate","comparison_group_other","cells_other","mean_expression_other","percent_cells_expressing_other","mean_difference","prevalence_difference"
"S1","DIAPH1","candidate_fibroblast_state",1042,0.148012299236545,11.0364683301344,"other_clusters",1742,0.239558856257362,18.9437428243398,-0.0915465570208171,-7.90727449420548
"S1","EGLN1","candidate_fibroblast_state",1042,0.146714532102448,10.5566218809981,"other_clusters",1742,0.135013011221567,12.3421354764638,0.011701520880881,-1.78551359546575
"S1","EGLN2","candidate_fibroblast_state",1042,0.239023937828499,17.5623800383877,"other_clusters",1742,0.217543865968581,17.1641791044776,0.0214800718599172,0.398200933910104
"S1","EGLN3","candidate_fibroblast_state",1042,0.0469839866420546,3.26295585412668,"other_clusters",1742,0.19815548800153,15.7864523536165,-0.151171501359475,-12.5234964994899
"S1","ENO1","candidate_fibroblast_state",1042,0.84549245406498,51.3435700575816,"other_clusters",1742,0.9814288406246,60.2755453501722,-0.13593638655962,-8.93197529259063
"S1","EPAS1","candidate_fibroblast_state",1042,0.173307803383892,11.2284069097889,"other_clusters",1742,0.259625251261711,17.6234213547646,-0.0863174478778192,-6.39501444497577
"S1","FAP","candidate_fibroblast_state",1042,0.111064460375971,8.1573896353167,"other_clusters",1742,0.00797969509457649,0.803673938002296,0.103084765281395,7.3537156973144
"S1","FERMT2","candidate_fibroblast_state",1042,0.411108856821219,28.1190019193858,"other_clusters",1742,0.116327871991555,8.95522388059701,0.294780984829664,19.1637780387888
"S1","FLNA","candidate_fibroblast_state",1042,0.697247703375226,43.9539347408829,"other_clusters",1742,0.776992811808843,48.7944890929966,-0.0797451084336169,-4.84055435211364
"S1","FN1","candidate_fibroblast_state",1042,1.25871197262972,63.0518234165067,"other_clusters",1742,0.202505012498298,13.662456946039,1.05620696013142,49.3893664704677
"S1","FOS","candidate_fibroblast_state",1042,2.11685142183953,78.0230326295585,"other_clusters",1742,1.86302795386954,78.3582089552239,0.253823467969994,-0.335176325665344
"S1","FOSB","candidate_fibroblast_state",1042,0.683025518854166,40.3071017274472,"other_clusters",1742,0.649845157148253,40.8151549942595,0.0331803617059133,-0.508053266812261
"S1","FOSL2","candidate_fibroblast_state",1042,0.57442147448771,35.4126679462572,"other_clusters",1742,0.608021794032787,39.2078071182549,-0.0336003195450763,-3.79513917199768
"S1","FYN","candidate_fibroblast_state",1042,0.32240665632877,21.7850287907869,"other_clusters",1742,0.312123214660411,21.3547646383467,0.0102834416683586,0.430264152440223
"S1","GSN","candidate_fibroblast_state",1042,3.3349832271977,96.7370441458733,"other_clusters",1742,1.13856415630486,64.1216991963261,2.19641907089283,32.6153449495473
"S1","HIF1A","candidate_fibroblast_state",1042,0.308912237224181,21.2092130518234,"other_clusters",1742,0.311120992511337,24.3398392652124,-0.00220875528715642,-3.13062621338898
"S1","HK2","candidate_fibroblast_state",1042,0.0290755083704243,2.20729366602687,"other_clusters",1742,0.0551799017836035,5.33869115958668,-0.0261043934131792,-3.13139749355981
"S1","ICAM1","candidate_fibroblast_state",1042,1.02852443574306,52.1113243761996,"other_clusters",1742,0.44707151443499,27.7267508610792,0.581452921308073,24.3845735151204
"S1","IL1B","candidate_fibroblast_state",1042,0.0577987705668122,4.22264875239923,"other_clusters",1742,0.403674696022517,18.886337543054,-0.345875925455705,-14.6636887906547
"S1","IL6","candidate_fibroblast_state",1042,0.542039402527198,27.6391554702495,"other_clusters",1742,0.511083342206546,22.5028702640643,0.030956060320652,5.13628520618522
"S1","ILK","candidate_fibroblast_state",1042,0.402366542134666,27.7351247600768,"other_clusters",1742,0.31050230297518,23.9380022962113,0.0918642391594861,3.79712246386552
"S1","INHBA","candidate_fibroblast_state",1042,0.146079484820001,9.40499040307102,"other_clusters",1742,0.0673052219687462,4.24799081515499,0.0787742628512546,5.15699958791602
"S1","ITGA1","candidate_fibroblast_state",1042,0.0896887398293501,6.33397312859885,"other_clusters",1742,0.024633286843149,2.1239954075775,0.0650554529862011,4.20997772102135
